Page score,Page trust score,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",https://www.bomprecopecas.com.br/add-lista/id/208821,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,113,false,false,false,false,true,false,2017-11-01,2017-11-16,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",http://www.bomprecopecas.com.br/add-lista/id/114042,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,131,false,false,false,false,true,false,2017-07-15,2017-11-30,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",https://www.bomprecopecas.com.br/add-lista/id/91223,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,131,false,false,false,false,true,false,2017-09-06,2017-10-23,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",http://www.bomprecopecas.com.br/add-lista/id/215202,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,116,false,false,false,false,true,false,2017-10-18,2017-11-18,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",http://www.bomprecopecas.com.br/add-lista/id/54081,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,116,false,false,false,false,true,false,2017-10-11,2017-10-27,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",https://www.bomprecopecas.com.br/add-lista/id/124398,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,113,false,false,false,false,true,false,2017-11-15,2017-11-15,true,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",http://www.bomprecopecas.com.br/add-lista/id/47623,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,131,false,false,false,false,true,false,2017-09-29,2017-11-18,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",https://www.bomprecopecas.com.br/add-lista/id/71062,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,131,false,false,false,false,true,false,2017-09-27,2017-09-27,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",https://www.bomprecopecas.com.br/add-lista/id/169228,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,131,false,false,false,false,true,false,2017-09-05,2017-11-08,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",http://www.bomprecopecas.com.br/add-lista/id/40735,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,116,false,false,false,false,true,false,2017-10-11,2017-10-11,false,false
1,3,"Bompreço Auto Peças Goiânia, Aparecida de Goiânia e Anápolis. | BOMPREÇO AUTO PEÇAS",https://www.bomprecopecas.com.br/add-lista/id/65738,https://bomprecoautopecas.tomticket.com/chat/?ac=589568P16022016091940&id=EP09212,,14,113,false,false,false,false,true,false,2017-11-07,2017-11-24,false,false
