Source url,Source title,Response code,Backlinks,Domains,External links,Internal links,Last seen
https://www.octadesk.com/,Help Desk e sistema de atendimento ao cliente Octadesk,200,20,13,6,0,2017-11-26
http://octadesk.com/,Microsoft Azure Web App - Error 404,404,8,7,5,0,2017-08-03
http://www.octadesk.com/,Help Desk e sistema de atendimento ao cliente Octadesk,200,8,7,6,0,2017-11-26
https://www.octadesk.com/?gclid=EAIaIQobChMIz4uu5Pre1QIVTAaRCh37zAs8EAAYASAAEgKn5vD_BwE,Help Desk e sistema de atendimento ao cliente Octadesk,200,2,2,6,0,2017-11-26
https://www.octadesk.com/?gclid=CNGQzv7I8tQCFVYFkQod1DYIBQ,Help Desk e sistema de atendimento ao cliente Octadesk,200,1,1,6,0,2017-12-06
https://www.octadesk.com/?gclid=CNigrpfSrNUCFVUIkQodhrIAZA,Help Desk e sistema de atendimento ao cliente Octadesk,200,1,1,6,0,2017-12-01
https://www.octadesk.com/help-desk,Conheça o Octadesk - Sistema de Help Desk,200,0,0,6,3,2017-12-06
http://www.octadesk.com/company/privacy/,Microsoft Azure Web App - Error 404,404,0,0,5,0,2017-08-05
http://www.octadesk.com/company/terms/,Microsoft Azure Web App - Error 404,404,0,0,5,0,2017-08-05
