month+year first conv date;day first conv date;Week first conv date;month first conv date;year first conv date;first conversion date;origem;email domain analysis;Conversões;Eventos (Últimos 100)
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;0;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;0;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;3;blog-arrival-popup-ebook-17-dicas / importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;3;blog-arrival-popup-ebook-17-dicas / importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;4;lp-manual-rapido-nps / blog-arrival-popup-ebook-17-dicas / importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;3;como-melhorar-a-qualidade-no-atendimento-ao-cliente / importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;0;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;2;importacao-users-julho-tag-v2 / users-julho
01/08/2017;2;31;8;2017;02/08/2017;Outros;0;2;lp-jornada-do-cliente-agendor / lp-vivadecora-co-mkt
01/08/2017;2;31;8;2017;02/08/2017;Tráfego Direto;1;3;site-materiais-ebook-atendimento-ao-cliente / site-materiais-ebook-atendimento-ao-cliente / site-materiais-ebook-atendimento-ao-cliente
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;8;form-trial-experimente-o-octadesk-email / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;2;31;8;2017;02/08/2017;Outbound;1;2;IntegracaoExact / IntegracaoExact
01/08/2017;2;31;8;2017;02/08/2017;Tráfego Direto;0;1;planilha-de-help-desk
01/08/2017;2;31;8;2017;02/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;2;31;8;2017;02/08/2017;Email;0;3;lp-jornada-do-cliente-agendor / lp-vivadecora-co-mkt / lp-vivadecora-co-mkt
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;1;4;IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;2;31;8;2017;02/08/2017;Referência;0;2;checklist-de-atendimento-ao-cliente / blog-newsletter-final-post
01/08/2017;2;31;8;2017;02/08/2017;Email;0;2;lp-jornada-do-cliente-agendor / lp-vivadecora-co-mkt
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;0;3;IntegracaoExact / home / site-exit-intent-consulting
01/08/2017;2;31;8;2017;02/08/2017;Outbound;1;1;IntegracaoExact
01/08/2017;2;31;8;2017;02/08/2017;Busca Orgânica;1;8;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / site-exit-intent-lp-atendimento-ao-cliente / /atendimento-ao-cliente
01/08/2017;2;31;8;2017;02/08/2017;Desconhecido;0;2;avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;2;31;8;2017;02/08/2017;Busca Orgânica;0;5;kit-planejamento-treasy / IntegracaoExact / IntegracaoExact / site-materiais-apresentacao-helpdesk-octadesk / form-trial-experimente-o-octadesk
01/08/2017;2;31;8;2017;02/08/2017;Tráfego Direto;1;1;lp-vivadecora-co-mkt
01/08/2017;2;31;8;2017;02/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;2;31;8;2017;02/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;2;31;8;2017;02/08/2017;Busca Orgânica;0;1;lp-kit-todas-as-planilhas
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;0;1;form-trial-experimente-o-octadesk-email
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;1;2;/excelencia-no-atendimento-importancia/ / blog-exit-intent-ebook-do-inferno-ao-ceu
01/08/2017;3;31;8;2017;03/08/2017;Email;1;2;lp-manual-rapido-nps / planilha-de-atendimento-ao-cliente
01/08/2017;3;31;8;2017;03/08/2017;Busca Orgânica;1;1;site-materiais-ebook-atendimento-ao-cliente
01/08/2017;3;31;8;2017;03/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;3;31;8;2017;03/08/2017;Outbound;1;1;IntegracaoExact
01/08/2017;3;31;8;2017;03/08/2017;Busca Orgânica;1;10;IntegracaoExact / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk / form-trial-experimente-o-octadesk-email / site-materiais-kitfix / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
01/08/2017;3;31;8;2017;03/08/2017;Outbound;1;2;IntegracaoExact / IntegracaoExact
01/08/2017;3;31;8;2017;03/08/2017;Outbound;0;3;IntegracaoExact / IntegracaoExact / IntegracaoExact
01/08/2017;3;31;8;2017;03/08/2017;Busca Orgânica;1;5;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / site-modal-demo-home
01/08/2017;3;31;8;2017;03/08/2017;Busca Orgânica;0;1;checklist-de-atendimento-ao-cliente
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;1;9;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email / /help-desk / site-exit-intent-lp-atendimento-ao-cliente
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;1;6;lp-manual-rapido-nps / IntegracaoExact / IntegracaoExact / home / blog-exit-intent-ebook-do-inferno-ao-ceu / site-exit-intent-consulting
01/08/2017;3;31;8;2017;03/08/2017;Email;0;1;site-materiais-planilha-atendimento-octadesk
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;0;5;IntegracaoExact / IntegracaoExact / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk / form-trial-experimente-o-octadesk-email
01/08/2017;3;31;8;2017;03/08/2017;Email;0;2;/excelencia-no-atendimento-importancia/ / blog-exit-intent-ebook-do-inferno-ao-ceu
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;0;7;IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;3;31;8;2017;03/08/2017;Desconhecido;1;6;IntegracaoExact / IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;3;31;8;2017;03/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;4;31;8;2017;04/08/2017;Social | Facebook;0;2;lp-planilha-cadastro-de-clientes / planilha-de-help-desk
01/08/2017;4;31;8;2017;04/08/2017;Social | LinkedIn;0;2;lp-gestao-de-pessoas-atendimento-cliente / gestao-atendimento-ao-cliente-erp
01/08/2017;4;31;8;2017;04/08/2017;Social | Facebook;0;2;checklist-de-atendimento-ao-cliente / kit-ebooks
01/08/2017;4;31;8;2017;04/08/2017;Desconhecido;0;5;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;4;31;8;2017;04/08/2017;Outbound;1;2;IntegracaoExact / IntegracaoExact
01/08/2017;4;31;8;2017;04/08/2017;Social | LinkedIn;0;2;kit-planejamento-treasy / gestao-atendimento-ao-cliente-erp
01/08/2017;4;31;8;2017;04/08/2017;Social | Facebook;0;6;lp-manual-rapido-nps / lp-manual-rapido-nps / checklist-de-atendimento-ao-cliente / lp-jornada-do-cliente-agendor / lp-planilha-cadastro-de-clientes / kit-ebooks
01/08/2017;4;31;8;2017;04/08/2017;Desconhecido;0;5;avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email / IntegracaoExact / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;4;31;8;2017;04/08/2017;Social | LinkedIn;0;1;como-reduzir-custos-com-atendimento-ao-cliente
01/08/2017;4;31;8;2017;04/08/2017;Busca Orgânica;1;3;site-materiais-planilha-atendimento-octadesk / site-materiais-ebook-atendimento-ao-cliente / site-materiais-ebook-qualidade-atendimento
01/08/2017;4;31;8;2017;04/08/2017;Busca Orgânica;1;7;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / site-modal-demo-home / site-modal-demo-home
01/08/2017;4;31;8;2017;04/08/2017;Desconhecido;1;5;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;4;31;8;2017;04/08/2017;Social | Facebook;0;1;kit-ebooks
01/08/2017;4;31;8;2017;04/08/2017;Desconhecido;0;4;IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;4;31;8;2017;04/08/2017;Social | LinkedIn;0;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;5;31;8;2017;05/08/2017;Desconhecido;0;3;IntegracaoExact / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;5;31;8;2017;05/08/2017;Desconhecido;1;4;IntegracaoExact / IntegracaoExact / /atendimento-ao-cliente / site-exit-intent-lp-atendimento-ao-cliente
01/08/2017;5;31;8;2017;05/08/2017;Social | LinkedIn;1;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;5;31;8;2017;05/08/2017;Busca Orgânica;0;3;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
01/08/2017;5;31;8;2017;05/08/2017;Social | LinkedIn;0;1;lp-kit-todas-as-planilhas
01/08/2017;5;31;8;2017;05/08/2017;Desconhecido;0;5;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;5;31;8;2017;05/08/2017;Social | LinkedIn;1;2;lp-manual-rapido-nps / como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;5;31;8;2017;05/08/2017;Social | LinkedIn;0;1;planilha-de-help-desk
01/08/2017;6;32;8;2017;06/08/2017;Desconhecido;0;8;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;6;32;8;2017;06/08/2017;Desconhecido;0;3;IntegracaoExact / form-trial-experimente-o-octadesk / form-trial-experimente-o-octadesk-email
01/08/2017;6;32;8;2017;06/08/2017;Busca Orgânica;0;3;IntegracaoExact / IntegracaoExact / site-materiais-kitfix
01/08/2017;6;32;8;2017;06/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;6;32;8;2017;06/08/2017;Busca Orgânica;0;1;planilha-de-atendimento-ao-cliente
01/08/2017;6;32;8;2017;06/08/2017;Desconhecido;0;4;IntegracaoExact / IntegracaoExact / /funcionalidades/atendimento-ao-cliente / site-exit-intent-lp-atendimento-ao-cliente
01/08/2017;6;32;8;2017;06/08/2017;Social | Facebook;0;4;lp-gestao-de-pessoas-atendimento-cliente / gestao-atendimento-ao-cliente-erp / blog-arrival-popup-ebook-17-dicas / kit-ebooks
01/08/2017;6;32;8;2017;06/08/2017;Social | LinkedIn;1;1;lp-kit-todas-as-planilhas
01/08/2017;6;32;8;2017;06/08/2017;Social | LinkedIn;0;1;lp-kit-todas-as-planilhas
01/08/2017;6;32;8;2017;06/08/2017;Busca Orgânica;0;2;IntegracaoExact / form-trial-experimente-o-octadesk
01/08/2017;6;32;8;2017;06/08/2017;Desconhecido;0;3;IntegracaoExact / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;6;32;8;2017;06/08/2017;Social | LinkedIn;0;2;planilha-chamados-de-atendimento / planilha-de-help-desk
01/08/2017;6;32;8;2017;06/08/2017;Busca Orgânica;0;2;IntegracaoExact / site-contato
01/08/2017;6;32;8;2017;06/08/2017;Social | LinkedIn;0;1;planilha-de-help-desk
01/08/2017;6;32;8;2017;06/08/2017;Busca Orgânica;0;7;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email / site-exit-intent-planos-precos / como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;7;32;8;2017;07/08/2017;Busca Orgânica;0;1;planilha-de-atendimento-ao-cliente
01/08/2017;7;32;8;2017;07/08/2017;Email;1;3;lp-manual-rapido-nps / lp-jornada-do-cliente-agendor / lp-gestao-de-pessoas-atendimento-cliente
01/08/2017;7;32;8;2017;07/08/2017;Tráfego Direto;0;12;jornada-do-cliente-agendor / lp-manual-rapido-nps / como-melhorar-a-qualidade-no-atendimento-ao-cliente / IntegracaoExact / como-melhorar-a-qualidade-no-atendimento-ao-cliente / IntegracaoExact / lp-gestao-de-pessoas-atendimento-cliente / /qualidade-no-atendimento-ao-cliente/ / blog-exit-intent-ebook-do-inferno-ao-ceu / blog-arrival-popup-ebook-17-dicas / como-melhorar-a-qualidade-no-atendimento-ao-cliente / gestao-atendimento-ao-cliente-erp
01/08/2017;7;32;8;2017;07/08/2017;Desconhecido;0;7;site-materiais-planilha-atendimento-octadesk / IntegracaoExact / site-materiais-ebook-qualidade-atendimento / site-materiais-ebook-fidelizar-clientes / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;0;1;lp-kit-todas-as-planilhas
01/08/2017;7;32;8;2017;07/08/2017;Desconhecido;1;7;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / experimente-gratis-header / form-trial-experimente-o-octadesk / form-trial-experimente-o-octadesk-email
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;1;1;lp-kit-todas-as-planilhas
01/08/2017;7;32;8;2017;07/08/2017;Desconhecido;0;2;IntegracaoExact / form-trial-experimente-o-octadesk-email
01/08/2017;7;32;8;2017;07/08/2017;Desconhecido;1;13;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / site-modal-consultores-casos-de-sucesso / mini-form-contato-footer / site-contato-footer / IntegracaoExact / site-modal-cotacao-ocean / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;7;32;8;2017;07/08/2017;Email;0;1;lp-vivadecora-co-mkt
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;0;1;lp-kit-todas-as-planilhas
01/08/2017;7;32;8;2017;07/08/2017;Tráfego Direto;1;3;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk
01/08/2017;7;32;8;2017;07/08/2017;Social | Facebook;0;1;como-reduzir-custos-com-atendimento-ao-cliente
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;0;1;lp-kit-todas-as-planilhas
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;1;1;lp-kit-todas-as-planilhas
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;0;4;IntegracaoExact / IntegracaoExact / lp-cxtrends-2017 / checklist-de-atendimento-ao-cliente
01/08/2017;7;32;8;2017;07/08/2017;Social | LinkedIn;0;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;7;32;8;2017;07/08/2017;Email;0;1;lp-vivadecora-co-mkt
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;3;lp-gestao-de-pessoas-atendimento-cliente / gestao-atendimento-ao-cliente-erp / como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;1;3;como-melhorar-a-qualidade-no-atendimento-ao-cliente / como-reduzir-custos-com-atendimento-ao-cliente / kit-ebooks
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;1;lp-kit-todas-as-planilhas
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;1;11;como-melhorar-a-qualidade-no-atendimento-ao-cliente / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;0;5;IntegracaoExact / IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;8;32;8;2017;08/08/2017;Busca Orgânica;0;1;checklist-de-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;0;1;blog-arrival-popup-ebook-17-dicas
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;0;1;lp-gestao-de-pessoas-atendimento-cliente
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;2;blog-arrival-popup-ebook-17-dicas / como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;4;como-melhorar-a-qualidade-no-atendimento-ao-cliente / blog-arrival-popup-ebook-17-dicas / kit-ebooks / lp-kit-todas-as-planilhas
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;0;1;lp-gestao-de-pessoas-atendimento-cliente
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;0;4;IntegracaoExact / IntegracaoExact / home / site-exit-intent-consulting
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;0;3;IntegracaoExact / avaliacao-gratis-email-form-header / form-trial-experimente-o-octadesk-email
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;0;2;lp-fidelizar-clientes-e-melhorar-sua-empresa / checklist-de-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;1;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;0;1;lp-kit-todas-as-planilhas
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;0;1;planilha-de-help-desk
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;2;checklist-de-atendimento-ao-cliente / kit-ebooks
01/08/2017;8;32;8;2017;08/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;1;4;IntegracaoExact / form-trial-experimente-o-octadesk / avaliacao-gratis-email-form-menu / form-trial-experimente-o-octadesk-email
01/08/2017;8;32;8;2017;08/08/2017;Busca Orgânica;0;7;IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / IntegracaoExact / site-exit-intent-funcionalidades / form-trial-experimente-o-octadesk
01/08/2017;8;32;8;2017;08/08/2017;Desconhecido;0;2;IntegracaoExact / form-trial-experimente-o-octadesk-email
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;0;1;lp-fidelizar-clientes-e-melhorar-sua-empresa
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;0;1;lp-kit-todas-as-planilhas
01/08/2017;8;32;8;2017;08/08/2017;Social | Facebook;1;1;como-melhorar-a-qualidade-no-atendimento-ao-cliente
01/08/2017;8;32;8;2017;08/08/2017;Busca Orgânica;0;5;/planilha-de-help-desk/ / blog-arrival-popup-ebook-17-dicas / lp-planilha-cadastro-de-clientes / planilha-de-help-desk / blog-newsletter-final-post
01/08/2017;8;32;8;2017;08/08/2017;Social | LinkedIn;1;2;lp-kit-todas-as-planilhas / lp-kit-todas-as-planilhas
01/08/2017;9;32;8;2017;09/08/2017;Social | LinkedIn;0;1;planilha-de-help-desk
01/08/2017;9;32;8;2017;09/08/2017;Social | LinkedIn;0;2;lp-planilha-cadastro-de-clientes / planilha-de-help-desk
01/08/2017;9;32;8;2017;09/08/2017;Busca Orgânica;0;1;planilha-chamados-de-atendimento
